date,dow_is_weekend,precipitation_total,humidity_ave,humidity_day_ave,humidity_night_ave,humidity_peak,cloud_cover_ave,cloud_cover_day_ave,wind_speed_ave,wind_speed_peak,irradiance_total,irradiance_peak,temperature_ave,demand_total
30-Jul-22,1,0.007,0.006,0.068,0.124,0.006,0.327,0.204,1.677,2.17,"3,523",603,9.6,
31-Jul-22,1,0.805,0.007,0.082,0.126,0.008,0.819,0.377,2.55,2.774,"2,136",377,11.8,
1-Aug-22,0,0.239,0.006,0.078,0.131,0.008,0.077,0.048,1.975,2.695,"3,591",545,10.2,
2-Aug-22,0,0.025,0.007,0.074,0.137,0.007,0.42,0.093,1.895,2.785,"3,875",638,11.6,
3-Aug-22,0,0.574,0.009,0.109,0.144,0.01,0.397,0.193,2.686,3.231,"3,328",595,15.7,
4-Aug-22,0,9.956,0.01,0.12,0.146,0.011,0.639,0.329,2.918,3.487,"1,719",322,15.6,
5-Aug-22,0,0.687,0.007,0.092,0.143,0.009,0.113,0.065,2.483,2.932,"3,633",553,13.3,
6-Aug-22,1,0.276,0.006,0.075,0.135,0.007,0.136,0.062,2.436,3.102,"3,823",607,11.1,
7-Aug-22,1,0.723,0.007,0.075,0.155,0.007,0.2,0.092,2.423,2.792,"3,668",590,10.6,
8-Aug-22,0,0.868,0.007,0.083,0.174,0.007,0.307,0.185,2.538,2.809,"3,222",563,10.2,
9-Aug-22,0,1.457,0.007,0.082,0.18,0.007,0.355,0.227,2.526,2.935,"2,459",362,9.9,
10-Aug-22,0,0.059,0.007,0.084,0.171,0.007,0.647,0.308,1.77,2.439,"3,237",563,11.2,
11-Aug-22,0,0.888,0.008,0.092,0.18,0.008,0.873,0.41,2.137,2.643,"2,665",531,12.6,
12-Aug-22,0,5.857,0.008,0.1,0.201,0.009,0.751,0.365,1.982,2.464,"1,971",342,11.9,
13-Aug-22,1,1.195,0.007,0.081,0.136,0.008,0.381,0.17,2.199,2.932,"3,450",532,10.9,
14-Aug-22,1,0.404,0.006,0.072,0.12,0.006,0.317,0.19,2.782,3.262,"3,480",512,10.4,
15-Aug-22,0,0.211,0.006,0.072,0.108,0.006,0.468,0.231,2.334,3.138,"3,862",605,10.5,
16-Aug-22,0,0.282,0.006,0.076,0.119,0.007,0.156,0.06,2.04,2.714,"4,284",651,10.6,
17-Aug-22,0,0.031,0.007,0.08,0.131,0.008,0.46,0.261,1.581,2.285,"3,971",664,11.7,
18-Aug-22,0,0.368,0.007,0.085,0.12,0.008,0.4,0.213,1.973,2.177,"3,876",661,13.1,
19-Aug-22,0,0.766,0.006,0.079,0.121,0.008,0.217,0.177,2.302,2.687,"3,524",514,10.7,
20-Aug-22,1,0.359,0.007,0.076,0.13,0.007,0.256,0.11,2.218,2.61,"4,188",644,11.5,
21-Aug-22,1,0.009,0.006,0.073,0.16,0.007,0.304,0.184,1.785,2.698,"4,697",703,11.2,
22-Aug-22,0,0.387,0.007,0.084,0.147,0.007,0.139,0.078,2.733,3.285,"4,608",711,13.2,
23-Aug-22,0,9.465,0.006,0.082,0.132,0.008,0.595,0.204,3.691,4.894,"3,658",625,9.4,
24-Aug-22,0,0.375,0.006,0.07,0.124,0.006,0.112,0.051,2.533,3.669,"4,746",710,9.8,
25-Aug-22,0,1.376,0.007,0.085,0.137,0.008,0.181,0.086,2.212,2.737,"4,484",700,11.7,
26-Aug-22,0,1.312,0.008,0.093,0.143,0.008,0.279,0.158,1.908,2.729,"3,802",570,12.2,
27-Aug-22,1,1.484,0.008,0.097,0.141,0.009,0.305,0.1,1.54,1.821,"4,318",637,13.2,
28-Aug-22,1,0.169,0.009,0.108,0.153,0.009,0.4,0.172,2.019,2.558,"4,460",689,14.7,
29-Aug-22,0,1.62,0.01,0.112,0.165,0.01,0.816,0.422,2.544,3.083,"2,397",398,14.7,
30-Aug-22,0,0.341,0.008,0.107,0.145,0.01,0.256,0.149,2.032,3.058,"4,264",628,13.8,
31-Aug-22,0,0.389,0.008,0.098,0.136,0.009,0.266,0.14,1.667,2.076,"4,481",724,13.7,
1-Sep-22,0,0.282,0.009,0.099,0.164,0.009,0.801,0.37,1.805,2.971,"3,841",639,14.4,
2-Sep-22,0,4.173,0.008,0.091,0.167,0.008,0.876,0.423,3.367,4,"2,644",501,12.3,
3-Sep-22,1,6.699,0.007,0.085,0.168,0.008,0.727,0.336,3.766,4.271,"2,565",429,11.7,
4-Sep-22,1,0.955,0.007,0.084,0.179,0.007,0.367,0.151,2.828,4.276,"4,329",618,11.9,
5-Sep-22,0,0.451,0.007,0.084,0.185,0.007,0.401,0.217,2.515,3.213,"4,559",703,11.9,
6-Sep-22,0,0.853,0.007,0.084,0.168,0.007,0.582,0.296,1.531,1.973,"4,013",647,12.6,
7-Sep-22,0,0.527,0.008,0.09,0.158,0.008,0.49,0.368,2.148,3.327,"4,362",662,13.7,
8-Sep-22,0,2.486,0.009,0.111,0.166,0.01,0.943,0.471,3.146,3.819,"3,346",636,14.7,
9-Sep-22,0,2.208,0.008,0.105,0.168,0.01,0.325,0.202,2.065,2.989,"3,883",558,13.8,
10-Sep-22,1,0.889,0.007,0.088,0.156,0.009,0.189,0.087,2.389,2.824,"4,904",698,13.2,
11-Sep-22,1,0.017,0.006,0.073,0.156,0.007,0.085,0.037,1.903,2.625,"5,799",828,12,
12-Sep-22,0,0.402,0.007,0.077,0.18,0.007,0.286,0.125,1.835,2.847,"5,276",792,12.2,
13-Sep-22,0,0.447,0.007,0.077,0.176,0.007,0.195,0.1,2.022,2.663,"5,061",708,11.6,
14-Sep-22,0,0.265,0.007,0.086,0.18,0.008,0.485,0.201,1.937,2.465,"4,809",763,13,
15-Sep-22,0,13.412,0.009,0.106,0.182,0.01,0.609,0.209,2.633,3.455,"4,454",685,14,
16-Sep-22,0,0.418,0.007,0.088,0.181,0.008,0.335,0.039,2.29,3.502,"5,903",842,14.7,
17-Sep-22,1,0.966,0.007,0.085,0.176,0.008,0.135,0.082,2.738,3.25,"5,517",797,13.7,
18-Sep-22,1,0.284,0.007,0.078,0.146,0.007,0.308,0.216,2.213,2.639,"5,732",822,13.4,
19-Sep-22,0,0.067,0.006,0.074,0.122,0.007,0.158,0.13,1.554,2.573,"5,951",809,13,
20-Sep-22,0,0.128,0.008,0.099,0.123,0.01,0.667,0.25,2.438,3.348,"4,938",812,15.2,
21-Sep-22,0,6.269,0.01,0.12,0.123,0.01,0.8,0.437,2.691,3.568,"2,619",403,15.5,
22-Sep-22,0,4.397,0.01,0.12,0.134,0.01,0.562,0.327,2.486,3.832,"3,702",555,15.2,
23-Sep-22,0,4.637,0.01,0.118,0.139,0.011,0.484,0.283,2.128,3.027,"4,153",590,15.4,
24-Sep-22,1,3.863,0.008,0.101,0.137,0.01,0.213,0.134,1.921,2.535,"4,818",676,13.9,
25-Sep-22,1,0.023,0.007,0.084,0.138,0.008,0.325,0.128,1.126,1.608,"6,245",882,14.5,
26-Sep-22,0,0.943,0.009,0.1,0.154,0.009,0.548,0.318,1.45,1.82,"3,933",526,14.8,
27-Sep-22,0,7.79,0.01,0.113,0.17,0.01,0.324,0.171,2.009,2.392,"5,026",719,15.4,
28-Sep-22,0,10.411,0.008,0.1,0.159,0.009,0.325,0.142,2.453,3.797,"5,690",827,14.2,
29-Sep-22,0,7.929,0.009,0.106,0.125,0.009,0.325,0.155,3.827,4.585,"5,066",692,14.1,
30-Sep-22,0,6.181,0.008,0.093,0.138,0.009,0.597,0.251,3.355,4.597,"5,624",794,14,
1-Oct-22,1,2.95,0.007,0.084,0.134,0.007,0.448,0.248,2.102,2.851,"5,274",705,12.8,
2-Oct-22,1,0.46,0.007,0.084,0.159,0.007,0.283,0.126,1.569,2.026,"6,152",818,13.2,
3-Oct-22,0,0.032,0.007,0.084,0.136,0.008,0.583,0.346,1.613,2.006,"6,062",895,14.2,
4-Oct-22,0,4.163,0.009,0.1,0.138,0.009,0.747,0.345,1.962,3.257,"4,864",824,16,
5-Oct-22,0,26.123,0.009,0.111,0.144,0.01,0.899,0.419,3.016,3.486,"2,972",467,14.3,
6-Oct-22,0,4.455,0.01,0.122,0.134,0.011,0.43,0.258,2.445,3.318,"4,463",584,16,
7-Oct-22,0,11.534,0.011,0.134,0.15,0.012,0.579,0.337,2.134,2.466,"3,441",555,16.8,
8-Oct-22,1,42.772,0.009,0.112,0.159,0.011,0.778,0.349,3.41,4.943,"3,773",560,14.5,
9-Oct-22,1,1.017,0.007,0.084,0.149,0.007,0.389,0.183,2.151,3.436,"5,866",799,12.8,
10-Oct-22,0,0.214,0.007,0.089,0.148,0.008,0.481,0.304,1.955,2.237,"5,317",693,13.9,
11-Oct-22,0,0.166,0.009,0.1,0.123,0.009,0.442,0.265,2.12,2.598,"5,624",754,15.2,
12-Oct-22,0,0.602,0.009,0.108,0.11,0.009,0.779,0.363,2.455,3.139,"5,108",811,15.9,
13-Oct-22,0,3.929,0.01,0.116,0.111,0.011,0.805,0.407,3.316,3.645,"4,541",701,16.7,
14-Oct-22,0,0.326,0.008,0.094,0.112,0.009,0.062,0.036,2.407,3.338,"7,115",909,15,
15-Oct-22,1,0.253,0.009,0.099,0.115,0.009,0.303,0.116,1.369,2.137,"6,757",972,15.8,
16-Oct-22,1,1.475,0.009,0.105,0.122,0.01,0.691,0.33,2.16,2.847,"4,376",585,15.6,
17-Oct-22,0,1.128,0.009,0.108,0.144,0.009,0.493,0.265,2.069,2.657,"5,799",781,15.4,
18-Oct-22,0,1.513,0.011,0.123,0.144,0.011,0.889,0.471,1.687,2.471,"4,730",695,17,
19-Oct-22,0,2.607,0.012,0.139,0.132,0.012,0.921,0.467,1.619,2.081,"4,278",668,18,
20-Oct-22,0,8.112,0.013,0.152,0.137,0.013,0.905,0.452,2.493,3.074,"4,245",690,18.7,
21-Oct-22,0,5.305,0.013,0.154,0.14,0.013,0.778,0.379,2.881,3.346,"3,050",386,18.7,
22-Oct-22,1,9.665,0.013,0.153,0.144,0.013,0.857,0.412,2.455,3.049,"3,271",447,18.6,
23-Oct-22,1,13.013,0.011,0.141,0.144,0.012,0.828,0.392,2.208,2.807,"4,712",643,17.3,
24-Oct-22,0,13.777,0.012,0.147,0.121,0.013,0.742,0.344,1.802,2.874,"4,613",622,18.2,
25-Oct-22,0,3.265,0.012,0.141,0.116,0.013,0.235,0.135,1.683,2.113,"6,028",791,18.7,
26-Oct-22,0,0.495,0.011,0.129,0.119,0.012,0.115,0.081,1.752,2.014,"7,291",959,19,
27-Oct-22,0,2.082,0.01,0.119,0.129,0.012,0.114,0.079,2.351,3.509,"6,952",930,17.6,
28-Oct-22,0,0.276,0.008,0.089,0.121,0.008,0.149,0.022,2.997,3.356,"8,085","1,025",16,
29-Oct-22,1,0.031,0.007,0.088,0.127,0.008,0.034,0.02,2.134,2.937,"8,277","1,036",15.8,
30-Oct-22,1,0.422,0.009,0.107,0.139,0.012,0.341,0.246,2.165,2.961,"6,983","1,004",17.7,
31-Oct-22,0,20.868,0.012,0.133,0.139,0.014,0.603,0.252,3.381,4.413,"5,357",787,19.1,
1-Nov-22,0,2.339,0.007,0.077,0.104,0.007,0.313,0.09,3.819,4.434,"7,546",979,12.5,
2-Nov-22,0,0.074,0.006,0.07,0.113,0.007,0.058,0.027,3.003,4.247,"8,250","1,042",12.3,
3-Nov-22,0,0.576,0.008,0.089,0.115,0.008,0.29,0.063,1.7,2.545,"7,804","1,009",14.9,
4-Nov-22,0,0.091,0.009,0.1,0.113,0.009,0.189,0.108,1.651,2.148,"6,998",829,16.1,
5-Nov-22,1,0.079,0.009,0.108,0.114,0.009,0.241,0.161,1.86,2.499,"7,323",943,16.9,
6-Nov-22,1,0.741,0.01,0.114,0.114,0.01,0.634,0.285,1.788,2.444,"7,415",950,17.7,
7-Nov-22,0,1.429,0.01,0.115,0.124,0.01,0.247,0.121,1.954,2.513,"7,550",947,17.4,
8-Nov-22,0,0.413,0.009,0.108,0.135,0.01,0.098,0.061,1.837,2.5,"7,853",999,17.4,
9-Nov-22,0,0.05,0.009,0.106,0.146,0.009,0.094,0.054,2.142,2.872,"8,103","1,006",17.6,
10-Nov-22,0,0.133,0.009,0.111,0.155,0.01,0.356,0.158,2.164,2.764,"8,180","1,040",17.9,
11-Nov-22,0,0.567,0.011,0.13,0.164,0.012,0.474,0.285,1.4,1.736,"6,460",873,19.4,
12-Nov-22,1,8.599,0.013,0.152,0.102,0.014,0.78,0.352,1.646,2.269,"6,261",956,20.1,
13-Nov-22,1,28.423,0.014,0.156,0.108,0.015,0.703,0.289,2.788,3.734,"4,797",851,20.2,
14-Nov-22,0,0.535,0.009,0.109,0.119,0.01,0.077,0.042,2.455,3.732,"8,304","1,002",17.6,
15-Nov-22,0,1.567,0.008,0.091,0.123,0.009,0.339,0.165,2.293,3.184,"7,638",947,15.1,
16-Nov-22,0,0.725,0.006,0.072,0.132,0.007,0.19,0.095,2.61,3.332,"7,765",998,12.7,
17-Nov-22,0,0.015,0.007,0.081,0.105,0.007,0.065,0.034,2.523,3.075,"8,601","1,033",14.3,
18-Nov-22,0,0.003,0.008,0.096,0.072,0.009,0.194,0.043,1.639,2.431,"8,448","1,044",16.3,
19-Nov-22,1,2.662,0.011,0.119,0.076,0.012,0.351,0.166,3.025,4.112,"7,759","1,020",19.4,
20-Nov-22,1,0.816,0.007,0.091,0.094,0.008,0.136,0.043,3.122,4.186,"8,786","1,061",17.3,
21-Nov-22,0,0.32,0.006,0.071,0.108,0.007,0.106,0.039,4.106,4.658,"8,742","1,043",14.4,
22-Nov-22,0,0.037,0.007,0.078,0.114,0.008,0.103,0.041,2.663,3.566,"8,851","1,087",15.5,
23-Nov-22,0,0.044,0.009,0.104,0.132,0.01,0.098,0.045,1.619,2.386,"8,613","1,038",17.9,
24-Nov-22,0,0.542,0.01,0.11,0.143,0.01,0.118,0.038,1.483,2.643,"8,690","1,061",18.5,
25-Nov-22,0,0.38,0.01,0.113,0.154,0.011,0.427,0.232,1.869,2.622,"8,704","1,046",18.8,
26-Nov-22,1,0.007,0.01,0.117,0.156,0.011,0.614,0.218,2.172,2.572,"8,580","1,051",19.2,
27-Nov-22,1,5.827,0.012,0.127,0.147,0.013,0.421,0.158,1.964,2.762,"7,568",985,20.8,
28-Nov-22,0,0.278,0.01,0.111,0.114,0.01,0.14,0.081,2.055,2.946,"7,914",902,18.1,
29-Nov-22,0,0.225,0.008,0.096,0.09,0.009,0.25,0.053,2.511,3.571,"8,815","1,085",17.6,
30-Nov-22,0,0.533,0.008,0.099,0.084,0.009,0.635,0.258,2.126,2.835,"7,092",992,17.8,
1-Dec-22,0,2.172,0.009,0.107,0.082,0.009,0.567,0.348,2.489,3.048,"5,767",785,17,
2-Dec-22,0,0.59,0.009,0.108,0.09,0.009,0.319,0.187,2.174,3.068,"7,927",900,17.6,
3-Dec-22,1,0.188,0.01,0.111,0.104,0.01,0.185,0.12,1.879,2.4,"8,724","1,040",18.8,
4-Dec-22,1,0.147,0.01,0.122,0.108,0.011,0.091,0.041,2.171,2.919,"8,839","1,070",20,
5-Dec-22,0,3.938,0.012,0.13,0.108,0.013,0.336,0.14,1.775,2.773,"7,717","1,006",21,
6-Dec-22,0,0.081,0.01,0.109,0.108,0.01,0.269,0.134,1.968,3.064,"8,084",975,19,
7-Dec-22,0,0.761,0.01,0.108,0.098,0.011,0.429,0.244,2.083,3.267,"6,302",922,19.7,
8-Dec-22,0,0.08,0.007,0.076,0.103,0.007,0.135,0.062,2.628,3.351,"9,029","1,105",16.5,
9-Dec-22,0,0.253,0.007,0.085,0.116,0.008,0.466,0.147,2.245,2.902,"8,069",957,16.5,
10-Dec-22,1,0.105,0.009,0.106,0.118,0.01,0.128,0.087,1.942,2.428,"8,016",931,18.4,
11-Dec-22,1,2.375,0.011,0.124,0.1,0.012,0.615,0.214,2.472,3.369,"7,606","1,073",23.5,
12-Dec-22,0,6.676,0.008,0.106,0.076,0.012,0.128,0.109,3.015,4.563,"7,430",922,18.1,
13-Dec-22,0,0.594,0.007,0.08,0.08,0.008,0.044,0.02,2.071,3.599,"9,258","1,101",18,
14-Dec-22,0,0.19,0.006,0.069,0.067,0.007,0.132,0.092,3.088,3.78,"8,884","1,057",16.1,
15-Dec-22,0,1.047,0.007,0.079,0.07,0.008,0.297,0.121,3.375,4.146,"8,917","1,095",16,
16-Dec-22,0,0.398,0.008,0.089,0.072,0.008,0.161,0.087,3.32,4.107,"8,326","1,027",16.3,
17-Dec-22,1,1.643,0.008,0.1,0.084,0.009,0.464,0.227,3.329,3.919,"5,895",656,16.5,
18-Dec-22,1,0.894,0.008,0.091,0.084,0.008,0.425,0.215,3.514,4.122,"6,616",722,16.9,
19-Dec-22,0,0.077,0.007,0.084,0.084,0.007,0.379,0.133,3.144,4.151,"7,979",931,17.1,
20-Dec-22,0,0.118,0.008,0.091,0.075,0.009,0.133,0.051,2.333,3.234,"9,001","1,075",17.7,
21-Dec-22,0,0.094,0.009,0.101,0.072,0.009,0.709,0.319,1.921,2.628,"7,835","1,029",18.7,
22-Dec-22,0,3.304,0.01,0.122,0.061,0.012,0.772,0.332,1.946,2.773,"7,119",846,19.8,
23-Dec-22,0,2.701,0.012,0.137,0.066,0.013,0.298,0.133,1.352,2.077,"7,939",933,22,
24-Dec-22,1,0.609,0.012,0.133,0.072,0.013,0.136,0.083,1.288,2.038,"8,586","1,031",23.2,
25-Dec-22,1,0.947,0.012,0.142,0.072,0.013,0.031,0.018,1.446,2.097,"8,961","1,073",23.6,
26-Dec-22,0,0.135,0.011,0.123,0.065,0.012,0.052,0.011,1.809,2.563,"9,265","1,093",23.7,
27-Dec-22,0,0.176,0.011,0.125,0.071,0.012,0.064,0.017,2.201,2.637,"9,308","1,094",23,
28-Dec-22,0,0.386,0.012,0.128,0.067,0.013,0.287,0.169,2.176,3.311,"8,064","1,102",23.6,
29-Dec-22,0,4.132,0.013,0.148,0.077,0.013,0.61,0.345,1.967,2.761,"5,596",751,21.3,
30-Dec-22,0,3.057,0.012,0.139,0.077,0.012,0.207,0.09,2.22,2.872,"8,236",957,21.4,
31-Dec-22,1,1.678,0.012,0.146,0.084,0.013,0.2,0.079,2.154,2.782,"8,173",990,22.3,
1-Jan-23,1,1.222,0.012,0.142,0.094,0.012,0.14,0.055,2.156,2.872,"8,394",997,22.7,
2-Jan-23,0,0.298,0.012,0.137,0.096,0.012,0.192,0.056,2.178,3.054,"8,635","1,073",23.7,
3-Jan-23,0,2.147,0.013,0.146,0.096,0.013,0.127,0.063,2.006,2.723,"8,212",997,23.3,
4-Jan-23,0,14.394,0.012,0.136,0.089,0.012,0.451,0.191,3.181,4.723,"6,795",914,20.6,
5-Jan-23,0,4.805,0.01,0.114,0.092,0.01,0.397,0.195,4.021,4.692,"6,888",881,18.2,
6-Jan-23,0,12.74,0.011,0.128,0.072,0.011,0.346,0.185,3.864,4.694,"6,101",770,18.8,
7-Jan-23,1,1.447,0.01,0.117,0.084,0.01,0.226,0.101,2.836,3.656,"7,789",922,19.5,
8-Jan-23,1,0.004,0.009,0.11,0.084,0.01,0.027,0.011,1.615,2.681,"9,146","1,059",21.2,
9-Jan-23,0,0.237,0.01,0.113,0.084,0.011,0.045,0.013,2.023,3.033,"9,250","1,101",22.6,
10-Jan-23,0,0.224,0.011,0.123,0.084,0.011,0.164,0.042,2.344,3.114,"8,877","1,081",22.2,
11-Jan-23,0,0.131,0.011,0.134,0.073,0.012,0.121,0.056,1.883,2.619,"8,756","1,046",23,
12-Jan-23,0,0.518,0.012,0.135,0.077,0.012,0.439,0.204,2.055,2.841,"8,534","1,058",23.5,
13-Jan-23,0,0.674,0.012,0.14,0.081,0.013,0.688,0.289,2.41,3.007,"7,514",967,23.2,
14-Jan-23,1,0.348,0.012,0.137,0.084,0.012,0.468,0.165,2.629,3.279,"7,748",888,23.2,
15-Jan-23,1,1.742,0.012,0.142,0.094,0.014,0.13,0.062,2.111,2.921,"8,555","1,068",24.6,
16-Jan-23,0,0.531,0.012,0.138,0.102,0.013,0.341,0.19,2.15,2.827,"8,252","1,025",23.5,
17-Jan-23,0,0.154,0.012,0.135,0.108,0.013,0.062,0.042,2.284,2.768,"8,804","1,049",23.7,
18-Jan-23,0,12.772,0.012,0.138,0.108,0.014,0.638,0.247,2.641,3.855,"6,929","1,044",23.7,
19-Jan-23,0,3.763,0.01,0.119,0.102,0.011,0.372,0.214,3.267,3.928,"5,896",742,19.3,
20-Jan-23,0,1.103,0.009,0.108,0.102,0.009,0.345,0.224,2.434,3.275,"7,171",867,19.6,
21-Jan-23,1,3.807,0.01,0.119,0.107,0.011,0.643,0.202,2.275,2.93,"7,156",984,20.7,
22-Jan-23,1,9.611,0.012,0.137,0.082,0.013,0.581,0.236,2.326,2.803,"6,134",801,19.8,
23-Jan-23,0,1.773,0.011,0.133,0.072,0.012,0.278,0.153,1.401,2.148,"7,365",856,21.6,
24-Jan-23,0,7.925,0.013,0.145,0.084,0.014,0.286,0.133,1.674,2.613,"7,535",950,23,
25-Jan-23,0,0.151,0.012,0.139,0.084,0.014,0.041,0.024,1.709,2.598,"8,616","1,049",24.2,
26-Jan-23,0,8.276,0.013,0.147,0.08,0.015,0.404,0.114,1.839,2.251,"7,862","1,049",25.2,
27-Jan-23,0,0.891,0.014,0.168,0.074,0.015,0.212,0.1,1.768,2.463,"7,531",942,24.3,
28-Jan-23,1,0.442,0.015,0.177,0.081,0.016,0.528,0.227,2.124,3.183,"7,318",983,26.6,
29-Jan-23,1,11.737,0.016,0.184,0.077,0.017,0.867,0.403,1.674,2.097,"4,911",644,25,
30-Jan-23,0,27.662,0.015,0.181,0.069,0.016,0.55,0.275,2.471,3.58,"4,961",657,22.3,
31-Jan-23,0,1.403,0.013,0.151,0.072,0.013,0.163,0.082,2.735,3.463,"7,309",844,22.1,
1-Feb-23,0,0.125,0.012,0.147,0.084,0.013,0.155,0.045,1.785,2.714,"8,349","1,026",22.6,
2-Feb-23,0,0.24,0.01,0.123,0.07,0.012,0.092,0.067,2.607,3.116,"8,342","1,014",22.8,
3-Feb-23,0,0.165,0.008,0.093,0.082,0.01,0.038,0.014,2.189,3.503,"8,601","1,053",19.5,
4-Feb-23,1,0.045,0.008,0.086,0.083,0.009,0.024,0.009,2.376,3.084,"8,682","1,058",19.9,
5-Feb-23,1,0.004,0.01,0.112,0.094,0.011,0.028,0.01,1.857,2.913,"8,593","1,064",22,
6-Feb-23,0,0.374,0.012,0.141,0.096,0.013,0.14,0.039,1.999,3.152,"8,204","1,042",23.5,
7-Feb-23,0,1.9,0.012,0.145,0.096,0.013,0.273,0.12,2.188,2.945,"6,979",887,22.9,
8-Feb-23,0,8.308,0.013,0.149,0.095,0.013,0.294,0.159,2.489,2.993,"6,644",901,22.4,
9-Feb-23,0,14.034,0.013,0.157,0.094,0.014,0.525,0.26,2.07,2.953,"4,788",821,21.4,
10-Feb-23,0,0.501,0.013,0.146,0.086,0.013,0.043,0.026,1.771,2.274,"8,081","1,018",23.7,
11-Feb-23,1,0.007,0.012,0.133,0.07,0.013,0.043,0.007,2.29,3.39,"8,222","1,019",25.6,
12-Feb-23,1,1.063,0.012,0.141,0.079,0.013,0.213,0.093,3.011,3.823,"7,593","1,019",22.5,
13-Feb-23,0,2.724,0.012,0.137,0.081,0.012,0.689,0.312,2.589,3.055,"5,545",793,20.7,
14-Feb-23,0,4.979,0.011,0.134,0.072,0.012,0.279,0.133,2.173,2.927,"6,184",802,20.3,
15-Feb-23,0,0.273,0.011,0.123,0.072,0.011,0.248,0.042,1.87,2.613,"7,821",976,22.3,
16-Feb-23,0,0,0.011,0.128,0.089,0.012,0.168,0.07,1.975,2.859,"7,877","1,012",24,
17-Feb-23,0,0.227,0.012,0.135,0.076,0.013,0.044,0.026,2.107,2.716,"7,866","1,004",25.1,
18-Feb-23,1,7.507,0.013,0.151,0.084,0.014,0.235,0.117,2.164,2.788,"7,187",981,25.5,
19-Feb-23,1,0.749,0.014,0.161,0.115,0.015,0.227,0.091,1.796,2.171,"7,321",935,24.3,
20-Feb-23,0,0.442,0.013,0.155,0.124,0.015,0.465,0.158,2.062,2.891,"7,294",969,25.1,
21-Feb-23,0,28.45,0.013,0.153,0.084,0.014,0.554,0.255,3.107,4.109,"6,128",947,23,
22-Feb-23,0,9.224,0.01,0.129,0.077,0.012,0.633,0.347,3.23,4.056,"4,145",612,19.9,
23-Feb-23,0,2.822,0.011,0.123,0.084,0.011,0.465,0.197,2.604,3.179,"6,346",804,20.6,
24-Feb-23,0,0.57,0.01,0.12,0.084,0.011,0.153,0.089,2.089,2.592,"7,218",915,20.7,
25-Feb-23,1,0.029,0.011,0.125,0.082,0.012,0.46,0.134,2.241,2.729,"7,368",964,21.9,
26-Feb-23,1,0.294,0.012,0.143,0.08,0.013,0.335,0.104,2.132,2.589,"7,316",964,24.4,
27-Feb-23,0,1.42,0.012,0.146,0.096,0.013,0.251,0.139,2.038,3.265,"6,599",898,22.8,
28-Feb-23,0,0.482,0.013,0.144,0.101,0.014,0.783,0.36,2.006,2.947,"5,974",807,23.1,
1-Mar-23,0,0.849,0.012,0.143,0.086,0.013,0.241,0.123,2.711,4.315,"6,723",893,22.5,
2-Mar-23,0,0.614,0.012,0.138,0.075,0.013,0.12,0.057,1.688,2.44,"6,882",911,22.4,
3-Mar-23,0,1.61,0.012,0.146,0.072,0.013,0.322,0.142,2.176,2.859,"6,162",842,22.1,
4-Mar-23,1,0.505,0.012,0.137,0.076,0.012,0.292,0.169,2.213,2.691,"6,316",864,22.1,
5-Mar-23,1,1.158,0.012,0.138,0.082,0.013,0.15,0.038,2.88,3.274,"6,877",886,24.4,
6-Mar-23,0,0.023,0.011,0.128,0.088,0.013,0.099,0.042,2.025,3.231,"7,017",947,25.6,
7-Mar-23,0,0.114,0.009,0.1,0.087,0.011,0.066,0.044,1.834,2.265,"7,009",932,23,
8-Mar-23,0,0.166,0.008,0.088,0.075,0.009,0.079,0.046,1.8,2.544,"6,923",907,21,
9-Mar-23,0,0.024,0.008,0.091,0.084,0.009,0.062,0.033,1.553,2.725,"7,013",935,20.4,
10-Mar-23,0,0.257,0.011,0.129,0.082,0.012,0.093,0.052,2.116,2.968,"6,637",892,22.3,
11-Mar-23,1,1.495,0.012,0.137,0.084,0.014,0.274,0.124,1.558,2.431,"6,015",849,23.5,
12-Mar-23,1,8.503,0.013,0.147,0.073,0.013,0.385,0.159,2.977,3.364,"5,303",757,21.4,
13-Mar-23,0,4.746,0.012,0.14,0.072,0.013,0.368,0.201,2.333,3.104,"4,830",638,20.5,
14-Mar-23,0,4.281,0.013,0.149,0.089,0.013,0.515,0.179,1.431,2.406,"5,433",748,21.8,
15-Mar-23,0,0.268,0.012,0.139,0.092,0.013,0.069,0.04,1.419,2.13,"6,324",850,23.1,
16-Mar-23,0,0.023,0.01,0.114,0.096,0.011,0.002,0.002,1.9,2.259,"6,703",902,25.3,
17-Mar-23,0,0.116,0.012,0.136,0.108,0.014,0.12,0.055,2.113,3.351,"6,690",913,23.7,
18-Mar-23,1,0.01,0.012,0.126,0.118,0.013,0.202,0.163,1.886,2.38,"6,661",902,25.2,
19-Mar-23,1,0.4,0.013,0.136,0.091,0.014,0.45,0.303,2.02,3.902,"6,301",897,26,
20-Mar-23,0,1.781,0.011,0.13,0.096,0.012,0.932,0.465,3.239,3.947,"4,656",673,21.2,
21-Mar-23,0,1.789,0.01,0.125,0.108,0.011,0.727,0.455,2.16,2.892,"4,145",613,20,
22-Mar-23,0,2.013,0.012,0.137,0.092,0.012,0.406,0.259,1.815,2.33,"5,239",757,21.9,
23-Mar-23,0,11.892,0.013,0.157,0.088,0.014,0.576,0.319,1.448,2.184,"3,758",552,21.6,
24-Mar-23,0,5.137,0.013,0.149,0.085,0.013,0.62,0.259,2.057,2.589,"4,455",732,21.5,
